"C_HLEVEL","C_FULLNAME","C_NAME","C_SYNONYM_CD","C_VISUALATTRIBUTES","C_TOTALNUM","C_BASECODE","C_METADATAXML","C_FACTTABLECOLUMN","C_TABLENAME","C_COLUMNNAME","C_COLUMNDATATYPE","C_OPERATOR","C_DIMCODE","C_COMMENT","C_TOOLTIP","M_APPLIED_PATH","UPDATE_DATE","DOWNLOAD_DATE","IMPORT_DATE","SOURCESYSTEM_CD","VALUETYPE_CD","M_EXCLUSION_CD","C_PATH","C_SYMBOL","PCORI_BASECODE","OMOP_BASECODE"
6,"\PCORI\ENCOUNTER\DRG\01\(16) Diseases of Blood and Organs\Medical\(397) Coagulation disorders\","Coagulation disorders","N","LAE",(null),"CMSDRG:397",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(16) Diseases of Blood and Organs\Medical\(397) Coagulation disorders\",(null),"CMS-DRG \ Diseases of Blood and Organs \ Medical \ Coagulation disorders","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(16) Diseases of Blood and Organs\Medical\","(397) Coagulation disorders","397","397"
3,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Michigan\","Michigan","N","FAE",(null),(null),(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'494','487','499','489','482','491','490','484','493','488','480','497','495','486','498','485','492','483','481','496'",(null),"Demographics \ Zip codes \ Michigan","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\","Michigan",(null),(null)
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wisconsin\543xx\","543xx","N","LAE",(null),"LOCATION_CODE:543",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'543'",(null),"\Zip codes\Wisconsin","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Wisconsin\","543xx","543","543"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oklahoma\734xx\","734xx","N","LAE",(null),"LOCATION_CODE:734",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'734'",(null),"\Zip codes\Oklahoma","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oklahoma\","734xx","734","734"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Arkansas\727xx\","727xx","N","LAE",(null),"LOCATION_CODE:727",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'727'",(null),"\Zip codes\Arkansas","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Arkansas\","727xx","727","727"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\161xx\","161xx","N","LAE",(null),"LOCATION_CODE:161",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'161'",(null),"\Zip codes\Pennsylvania","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\","161xx","161","161"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Marshall Islands\969xx\","969xx","N","LAE",(null),"LOCATION_CODE:969",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'969'",(null),"\Zip codes\Marshall Islands","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Marshall Islands\","969xx","969","969"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Michigan\492xx\","492xx","N","LAE",(null),"LOCATION_CODE:492",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'492'",(null),"\Zip codes\Michigan","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Michigan\","492xx","492","492"
3,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Nebraska\","Nebraska","N","FAE",(null),(null),(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'691','680','686','689','692','688','685','684','683','690','687','681','693'",(null),"Demographics \ Zip codes \ Nebraska","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\","Nebraska",(null),(null)
6,"\PCORI\ENCOUNTER\DRG\01\(04) Diseases of Respiratory System\Medical\(085) Pleural Effusion W CC\","Pleural Effusion W CC","N","LAE",(null),"CMSDRG:085",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(04) Diseases of Respiratory System\Medical\(085) Pleural Effusion W CC\",(null),"CMS-DRG \ Diseases of Respiratory System \ Medical \ Pleural Effusion W CC","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(04) Diseases of Respiratory System\Medical\","(085) Pleural Effusion W CC","085","085"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Iowa\512xx\","512xx","N","LAE",(null),"LOCATION_CODE:512",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'512'",(null),"\Zip codes\Iowa","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Iowa\","512xx","512","512"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Minnesota\559xx\","559xx","N","LAE",(null),"LOCATION_CODE:559",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'559'",(null),"\Zip codes\Minnesota","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Minnesota\","559xx","559","559"
6,"\PCORI\ENCOUNTER\DRG\01\(Pre) Transplants and Tracheostomy\Surgical\(483) Tracheostomy Except For~\","Tracheostomy Except For Face, Mouth and Neck Diagnoses","N","LAE",(null),"CMSDRG:483",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(Pre) Transplants and Tracheostomy\Surgical\(483) Tracheostomy Except For~\",(null),"CMS-DRG \ Transplants and Tracheostomy \ Surgical \ Tracheostomy Except For Face, Mouth and Neck Diagnoses","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(Pre) Transplants and Tracheostomy\Surgical\","(483) Tracheostomy Except For~","483","483"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\188xx\","188xx","N","LAE",(null),"LOCATION_CODE:188",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'188'",(null),"\Zip codes\Pennsylvania","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Pennsylvania\","188xx","188","188"
6,"\PCORI\ENCOUNTER\DRG\01\(14) Pregnancy and Childbirth\Surgical\(651) High Risk Cesarean Section ~\","High Risk Cesarean Section w/o CC","N","LAE",(null),"CMSDRG:651",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(14) Pregnancy and Childbirth\Surgical\(651) High Risk Cesarean Section ~\",(null),"CMS-DRG \ Pregnancy and Childbirth \ Surgical \ High Risk Cesarean Section w/o CC","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(14) Pregnancy and Childbirth\Surgical\","(651) High Risk Cesarean Section ~","651","651"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oklahoma\748xx\","748xx","N","LAE",(null),"LOCATION_CODE:748",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'748'",(null),"\Zip codes\Oklahoma","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Oklahoma\","748xx","748","748"
6,"\PCORI\ENCOUNTER\DRG\01\(Pre) Transplants and Tracheostomy\Surgical\(495) Lung Transplant\","Lung Transplant","N","LAE",(null),"CMSDRG:495",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(Pre) Transplants and Tracheostomy\Surgical\(495) Lung Transplant\",(null),"CMS-DRG \ Transplants and Tracheostomy \ Surgical \ Lung Transplant","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(Pre) Transplants and Tracheostomy\Surgical\","(495) Lung Transplant","495","495"
6,"\PCORI\ENCOUNTER\DRG\01\(Pre) Transplants and Tracheostomy\Surgical\(512) Simultaneous PancreasKi~\","Simultaneous Pancreas/Kidney Transplant","N","LAE",(null),"CMSDRG:512",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(Pre) Transplants and Tracheostomy\Surgical\(512) Simultaneous PancreasKi~\",(null),"CMS-DRG \ Transplants and Tracheostomy \ Surgical \ Simultaneous Pancreas/Kidney Transplant","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(Pre) Transplants and Tracheostomy\Surgical\","(512) Simultaneous PancreasKi~","512","512"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\North Dakota\586xx\","586xx","N","LAE",(null),"LOCATION_CODE:586",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'586'",(null),"\Zip codes\North Dakota","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\North Dakota\","586xx","586","586"
6,"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(004) Spinal Procedures\","Spinal Procedures","N","LAE",(null),"CMSDRG:004",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(004) Spinal Procedures\",(null),"CMS-DRG \ Diseases of Nervous System \ Surgical \ Spinal Procedures","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\","(004) Spinal Procedures","004","004"
6,"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(006) Carpal Tunnel Release\","Carpal Tunnel Release","N","LAE",(null),"CMSDRG:006",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(006) Carpal Tunnel Release\",(null),"CMS-DRG \ Diseases of Nervous System \ Surgical \ Carpal Tunnel Release","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\","(006) Carpal Tunnel Release","006","006"
6,"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(007) Periph and Cranial Nerve ~\","Periph and Cranial Nerve and Other Nerv Syst Proc W CC","N","LAE",(null),"CMSDRG:007",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(007) Periph and Cranial Nerve ~\",(null),"CMS-DRG \ Diseases of Nervous System \ Surgical \ Periph and Cranial Nerve and Other Nerv Syst Proc W CC","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\","(007) Periph and Cranial Nerve ~","007","007"
6,"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(008) Periph and Cranial Nerve ~\","Periph and Cranial Nerve and Other Nerv Syst Proc W/O CC","N","LAE",(null),"CMSDRG:008",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(008) Periph and Cranial Nerve ~\",(null),"CMS-DRG \ Diseases of Nervous System \ Surgical \ Periph and Cranial Nerve and Other Nerv Syst Proc W/O CC","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\","(008) Periph and Cranial Nerve ~","008","008"
3,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Utah\","Utah","N","FAE",(null),(null),(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'847','845','846','841','844','842','843','840'",(null),"Demographics \ Zip codes \ Utah","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\","Utah",(null),(null)
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Mississippi\393xx\","393xx","N","LAE",(null),"LOCATION_CODE:393",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'393'",(null),"\Zip codes\Mississippi","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Mississippi\","393xx","393","393"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Colorado\806xx\","806xx","N","LAE",(null),"LOCATION_CODE:806",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'806'",(null),"\Zip codes\Colorado","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Colorado\","806xx","806","806"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Kentucky\408xx\","408xx","N","LAE",(null),"LOCATION_CODE:408",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'408'",(null),"\Zip codes\Kentucky","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Kentucky\","408xx","408","408"
6,"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(543) Craniotomy wimplant of~\","Craniotomy w/implant of chemo agent or acute complx cns pdx","N","LAE",(null),"CMSDRG:543",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(543) Craniotomy wimplant of~\",(null),"CMS-DRG \ Diseases of Nervous System \ Surgical \ Craniotomy w/implant of chemo agent or acute complx cns pdx","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\","(543) Craniotomy wimplant of~","543","543"
6,"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(737) Ventricular Shunt Revision,~\","Ventricular Shunt Revision, Age less than 18","N","LAE",(null),"CMSDRG:737",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(737) Ventricular Shunt Revision,~\",(null),"CMS-DRG \ Diseases of Nervous System \ Surgical \ Ventricular Shunt Revision, Age less than 18","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\","(737) Ventricular Shunt Revision,~","737","737"
6,"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(738) Craniotomy Age less than~\","Craniotomy Age less than 18 w CC","N","LAE",(null),"CMSDRG:738",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\(738) Craniotomy Age less than~\",(null),"CMS-DRG \ Diseases of Nervous System \ Surgical \ Craniotomy Age less than 18 w CC","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(01) Diseases of Nervous System\Surgical\","(738) Craniotomy Age less than~","738","738"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\955xx\","955xx","N","LAE",(null),"LOCATION_CODE:955",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'955'",(null),"\Zip codes\California","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\","955xx","955","955"
3,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Arkansas\","Arkansas","N","FAE",(null),(null),(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'716','722','720','725','721','718','726','719','723','724','727','729','717','728'",(null),"Demographics \ Zip codes \ Arkansas","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\","Arkansas",(null),(null)
3,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Palau\","Palau","N","FAE",(null),(null),(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'969'",(null),"Demographics \ Zip codes \ Palau","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\","Palau",(null),(null)
5,"\PCORI\ENCOUNTER\DRG\01\(21) Injuries and Poisonings\Medical\","Medical","N","FAE",(null),(null),(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(21) Injuries and Poisonings\Medical\","L_!6","CMS-DRG \ Injuries and Poisonings \ Medical","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(21) Injuries and Poisonings\","Medical",(null),(null)
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\130xx\","130xx","N","LAE",(null),"LOCATION_CODE:130",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'130'",(null),"\Zip codes\New York","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\","130xx","130","130"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\149xx\","149xx","N","LAE",(null),"LOCATION_CODE:149",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'149'",(null),"\Zip codes\New York","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\New York\","149xx","149","149"
6,"\PCORI\ENCOUNTER\DRG\01\(12) Diseases of Male Repro System\Medical\(352) Other male reproductive~\","Other male reproductive system diagnoses","N","LAE",(null),"CMSDRG:352",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(12) Diseases of Male Repro System\Medical\(352) Other male reproductive~\",(null),"CMS-DRG \ Diseases of Male Repro System \ Medical \ Other male reproductive system diagnoses","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(12) Diseases of Male Repro System\Medical\","(352) Other male reproductive~","352","352"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\658xx\","658xx","N","LAE",(null),"LOCATION_CODE:658",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'658'",(null),"\Zip codes\Missouri","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Missouri\","658xx","658","658"
6,"\PCORI\ENCOUNTER\DRG\01\(12) Diseases of Male Repro System\Medical\(570) Male Reproductive Disorders~\","Male Reproductive Disorders W Major Cc","N","LAE",(null),"CMSDRG:570",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(12) Diseases of Male Repro System\Medical\(570) Male Reproductive Disorders~\",(null),"CMS-DRG \ Diseases of Male Repro System \ Medical \ Male Reproductive Disorders W Major Cc","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(12) Diseases of Male Repro System\Medical\","(570) Male Reproductive Disorders~","570","570"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Illinois\629xx\","629xx","N","LAE",(null),"LOCATION_CODE:629",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'629'",(null),"\Zip codes\Illinois","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Illinois\","629xx","629","629"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Indiana\467xx\","467xx","N","LAE",(null),"LOCATION_CODE:467",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'467'",(null),"\Zip codes\Indiana","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Indiana\","467xx","467","467"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Maine\042xx\","042xx","N","LAE",(null),"LOCATION_CODE:042",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'042'",(null),"\Zip codes\Maine","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Maine\","042xx","042","042"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\907xx\","907xx","N","LAE",(null),"LOCATION_CODE:907",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'907'",(null),"\Zip codes\California","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\","907xx","907","907"
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\911xx\","911xx","N","LAE",(null),"LOCATION_CODE:911",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'911'",(null),"\Zip codes\California","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\California\","911xx","911","911"
3,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Virgin Islands\","Virgin Islands","N","FAE",(null),(null),(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'008'",(null),"Demographics \ Zip codes \ Virgin Islands","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\","Virgin Islands",(null),(null)
4,"\PCORI\ENCOUNTER\FACILITY_LOCATION\Louisiana\706xx\","706xx","N","LAE",(null),"LOCATION_CODE:706",(null),"patient_num","VISIT_DIMENSION","LOCATION_ZIP","T","IN","'706'",(null),"\Zip codes\Louisiana","@",[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],[2007/04/10:12:00:00 AM],"DEM2FACT CONVERT",(null),(null),"\PCORI\ENCOUNTER\FACILITY_LOCATION\Louisiana\","706xx","706","706"
6,"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(613) Neonate, Bwt 1500-1999g, wo~\","Neonate, Bwt 1500-1999g, w/o Sig or Proc, w Min Prob","N","LAE",(null),"CMSDRG:613",(null),"concept_cd","CONCEPT_DIMENSION","concept_path","T","LIKE","\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\(613) Neonate, Bwt 1500-1999g, wo~\",(null),"CMS-DRG \ Newborns and Other Neonates \ Medical \ Neonate, Bwt 1500-1999g, w/o Sig or Proc, w Min Prob","@",[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],[2014/08/18:05:30:44 PM],"RPDR_DRG",(null),(null),"\PCORI\ENCOUNTER\DRG\01\(15) Newborns and Other Neonates\Medical\","(613) Neonate, Bwt 1500-1999g, wo~","613","613"
